"656782084724363264",,,"archilmikelashv","archilmikelashv","en",,,,"41,72439096","44,72983936",,,,,,,,"21/10/2015 06:40",,"I'm at FINCA Bank  | ფინკა ბანკი in Tbilisi https://t.co/sCMvLvJnwY","No","No","No","No","ooew29"
"656778413009739776",,,"ztetka","ztetka","ru",,,,"41,846297","44,719556",,,,,,,,"21/10/2015 06:25",,"I'm at Mtskheta | მცხეთა in Mtskheta, Mtskheta-Mtianeti https://t.co/t3tPizk9HE https://t.co/TnY3netdtO","No","No","Yes","No","ooew29"
"656777901120049152",,,"CarstenOvens","CarstenOvens","de",,,,"41,71845064","44,79390622",,,,,,,,"21/10/2015 06:23",,"Sicherheitspolitik im Fokus. #GEO15 (@ NATO Liaison Office In Georgia) https://t.co/S0I4TvRjk1 https://t.co/bgKkv0vSTK","No","No","Yes","No","ooew29"
"656770340815818752",,,"NatiaKhidashel1","NatiaKhidashel1","en",,,,"41,94264859","44,5847549",,,,,,,,"21/10/2015 05:53",,"I ❤️Georgia))) #caucasus @caucasusjourney #georgia #harvest #georgianwine #wine #vine #vineyard… https://t.co/ZyUIAasDX3","No","No","No","Yes","ooew29"
"656767899907039232",,,"MARGO_LUCHKO","MARGO_LUCHKO","ru",,,,"41,70233479","44,79322099",,,,,,,,"21/10/2015 05:44",,"Мой волшебный день начался с freshlinegeo  Спасибо Яночка за подарки!!!! Это так приятнооо... ❤❤❤❤ @… https://t.co/ZYgolZeWtR","No","No","No","Yes","ooew29"
"656763376194863104",,,"0503Diana","0503Diana","ru",,,,"41,8710964","44,77005568",,,,,,,,"21/10/2015 05:26",,"😚 @ Zedazeni https://t.co/MqWLhCtTsZ","No","No","No","Yes","ooew29"
"656758995810721792",,,"GvantsaTabaghua","GvantsaTabaghua","en",,,,"41,71639317","44,78371686",,,,,,,,"21/10/2015 05:08",,"I'm at National Center for Educational Quality Enhancement https://t.co/Baw1qKoYEG","No","No","No","No","ooew29"
"656753007535771648",,,"TbilisiGE","TbilisiGE","en",,,,"41,7218","44,78313",,,,,,,,"21/10/2015 04:44",,"current weather in Tbilisi: cloudy, 14°C 85% humidity, wind 14km/h, visibility 4km, pressure 1020mb steady","No","No","No","No","ooew29"
"656746598668615680",,,"Kamran69288251","Kamran69288251","ru",,,,"41,6696436","44,96491224",,,,,,,,"21/10/2015 04:19",,"@mozurayte Привет ��. Send by https://t.co/zeJobaSsQR","No","No","No","No","ooew29"
"656742923992743936",,,"Coldat1975","Coldat1975","ru",,,,"41,69568775","44,80651764",,,,,,,,"21/10/2015 04:04",,"Театр марионеток Резо Габриадзе широко известен далеко за пределами… https://t.co/1qmGt849KF","No","No","No","Yes","ooew29"
"656736078746005504",,,"TbilisiGE","TbilisiGE","en",,,,"41,7218","44,78313",,,,,,,,"21/10/2015 03:37",,"temperature up 13°C -&gt; 14°C humidity down 96% -&gt; 85% wind 0km/h -&gt; 14km/h","No","No","No","No","ooew29"
"656724371176689664",,,"Grainees","Grainees","en",,,,"41,69002529","44,80878965",,,,,,,,"21/10/2015 02:51",,". اذكار ربي تجلي الهم والضيق وفي آية الكرسي فوائد عظيمة  حصنت حبك من… https://t.co/fAimW0ters","No","No","No","Yes","ooew29"
"656718216689901570",,,"CarstenOvens","CarstenOvens","de",,,,"41,6933207","44,80665954",,,,,,,,"21/10/2015 02:26",,"Frühstückstermin mit Vertretern der Regierungspartei. #GEO15 (@ Georgian Dream | ქართული ოცნება) https://t.co/VXDGvjil1w","No","No","No","No","ooew29"
"656704704819236864",,,"MARGO_LUCHKO","MARGO_LUCHKO","ru",,,,"41,71984545","44,78063685",,,,,,,,"21/10/2015 01:32",,"Волшебный,теплый,вдохновляющий человек!!!Легенда...Кахи Кавсадзе ❤❤❤ @ JAKO FM https://t.co/gZuBKhyyHq","No","No","No","Yes","ooew29"
"656688361453854720",,,"IncSols","IncSols","en",,,,"41,701747","44,787528",,,,,,,,"21/10/2015 00:28",,"Colin and Derek on the streets of Tbilisi... https://t.co/ChNpDnZSNi","No","No","Yes","No","ooew29"
"656678946315046912",,,"smartmazila","smartmazila","en",,,,"41,788117","44,744861",,,,,,,,"20/10/2015 23:50",,"I just finished running 3.39 km in 33m:33s with #Endomondo #endorphins https://t.co/iTkVQHwKEC","No","No","No","No","ooew29"
"656672366479712256",,,"TbilisiGE","TbilisiGE","en",,,,"41,7218","44,78313",,,,,,,,"20/10/2015 23:24",,"current weather in Tbilisi: cloudy, 13°C 96% humidity, wind 0km/h, pressure 1019mb steady","No","No","No","No","ooew29"
"656671358911434752",,,"TbilisiGE","TbilisiGE","en",,,,"41,7218","44,78313",,,,,,,,"20/10/2015 23:20",,"7:20am: sunrise sunset will be at 6:09pm today's forecast: mostly cloudy, 16/12°C tomorrow: cloudy, 15/11°C","No","No","No","No","ooew29"
"656670642947887104",,,"smartmazila","smartmazila","en",,,,"41,78836","44,745599",,,,,,,,"20/10/2015 23:17",,"I just began a running workout using #Endomondo. Peptalk me now @ https://t.co/iTkVQHwKEC","No","No","No","No","ooew29"
"656669509944766464",,,"TbilisiGE","TbilisiGE","en",,,,"41,7218","44,78313",,,,,,,,"20/10/2015 23:13",,"mostly cloudy -&gt; cloudy humidity up 84% -&gt; 96% wind 6km/h -&gt; 0km/h","No","No","No","No","ooew29"
"656630505769603073",,,"ShannonClagett","ShannonClagett","en",,,,"41,7167","44,7833",,,,,,,,"20/10/2015 20:38",,"Lola's father 😎 @ Tbilisi, Georgia https://t.co/16rAnnw905","No","No","No","Yes","ooew29"
"656603464710135808",,,"travelgeorgia10","travelgeorgia10","en",,,,"41,7834746","44,82709543",,,,,,,,"20/10/2015 18:50",,"منطقة كاذبجي في جورجيا @ Kazbegi https://t.co/8HhXu9ohb7","No","No","No","Yes","ooew29"
"656597125804007424",,,"TbilisiGE","TbilisiGE","en",,,,"41,7218","44,78313",,,,,,,,"20/10/2015 18:25",,"temperature down 15°C -&gt; 13°C wind 14km/h -&gt; 6km/h","No","No","No","No","ooew29"
"656596396318072832",,,"travelgeorgia10","travelgeorgia10","en",,,,"41,7167","44,7833",,,,,,,,"20/10/2015 18:22",,"تبليسي جورجيا ميدان شاردني السياحي  اجمل الرحلات السياحية في تبليسي جورجيا @ Tbilisi, Georgia https://t.co/1Rt4giEYpC","No","No","No","Yes","ooew29"
"656595965634347008",,,"travelgeorgia10","travelgeorgia10","en",,,,"41,7167","44,7833",,,,,,,,"20/10/2015 18:20",,"تبليسي جورجيا تصوير من اعلي  جبل كوستبا @ Tbilisi, Georgia https://t.co/PkrirIqVDx","No","No","No","Yes","ooew29"
"656585462308610050",,,"travelgeorgia10","travelgeorgia10","en",,,,"41,71589195","44,77184944",,,,,,,,"20/10/2015 17:39",,"جودوري جورجيا استمتع في منطقة جودوري في جورجيا مع اجمل انواع رياضية التزحلق علي الجليد والتلفريك… https://t.co/XdluA6ugnN","No","No","No","Yes","ooew29"
"656585349536325632",,,"travelgeorgia10","travelgeorgia10","en",,,,"41,7167","44,7833",,,,,,,,"20/10/2015 17:38",,"صباح الخير من تبليسي جورجيا 👍👍👍 📷📷📷📹📹📹🎡🎡🎡🎢🎢🎢 #تصويري #رحلاتي #سفرياتي_رحلاتي #تبليسي_جورجيا… https://t.co/U4U59XKEn0","No","No","No","Yes","ooew29"
"656585175590154240",,,"travelgeorgia10","travelgeorgia10","en",,,,"41,70030545","44,81387085",,,,,,,,"20/10/2015 17:37",,"نهر انانوري طريق كاذبجي جورجيا #طبيعة_خلابة #سحر بلاد القوقاز #جنة_الدنيا #مناظر طبيعية  #سفروسياحة @… https://t.co/8XF3GjGUte","No","No","No","Yes","ooew29"
"656585134536302592",,,"travelgeorgia10","travelgeorgia10","en",,,,"41,8419462","44,72021322",,,,,,,,"20/10/2015 17:37",,"لعشاق الهدوء والجمال والراحة النفسية مدينة مسخاتا وجبل جواري في جورجيا ... رائعة @ Mtskheta City https://t.co/QFVW59ANar","No","No","No","Yes","ooew29"
"656585100101074944",,,"travelgeorgia10","travelgeorgia10","en",,,,"41,7167","44,7833",,,,,,,,"20/10/2015 17:37",,"رحلات سياحية في جورجيا  #محمد كمال الاحساء #اليكس جورجيا @ Tbilisi, Georgia https://t.co/Es3Wb7JctF","No","No","No","Yes","ooew29"
"656584960472719360",,,"travelgeorgia10","travelgeorgia10","en",,,,"41,7167","44,7833",,,,,,,,"20/10/2015 17:37",,"قطار مدينة تاتسمندا بارك في تبليسي جورجيا @ Tbilisi, Georgia https://t.co/5JOrTtervq","No","No","No","Yes","ooew29"
"656579789038473216",,,"MikolenkoDenis","MikolenkoDenis","ru",,,,"41,70130556","44,79616667",,,,,,,,"20/10/2015 17:16",,"Я на просмотре со всех сторон 😂😂😂  #arnoldclassic #ifbb #ifbbpro #sport #fitness #model #expo… https://t.co/Hb2RLG2YHz","No","No","No","Yes","ooew29"
"656574952909504512",,,"NBablidze","NBablidze","en",,,,"41,71282548","44,79488195",,,,,,,,"20/10/2015 16:57",,":3 😌 😋 😋 😂 წლების მატებასთან ერთად ვმშვენდები და ვმშვენდები 😂😂😂😋😌 @ Plexanovi https://t.co/uwapUvEYB7","No","No","No","Yes","ooew29"
"656569270000709632",,,"kaukasusreisen","kaukasusreisen","en",,,,"41,68967478","44,80769634",,,,,,,,"20/10/2015 16:34",,"#artist working in a space #art Nugzari Natenadze near Vardzia @ Caucasus Journeys https://t.co/GzQLiim74U","No","No","No","Yes","ooew29"
"656566990950256641",,,"ShannonClagett","ShannonClagett","en",,,,"41,69490734","44,78675323",,,,,,,,"20/10/2015 16:25",,"Tube of death @ Funicular Restaurant https://t.co/NtTLULjG6B","No","No","No","Yes","ooew29"
"656559303533404162",,,"Tabsu","Tabsu","en",,,,"41,70636157","44,77692524",,,,,,,,"20/10/2015 15:55",,"#NutsiOne #dgbambino #dgfamily #Sweetnessoverload 💌 @ Happylon https://t.co/c2NG4Zcf2i","No","No","No","Yes","ooew29"
"656556933697114112",,,"Tabsu","Tabsu","en",,,,"41,70636157","44,77692524",,,,,,,,"20/10/2015 15:45",,"#NutsiOne #dgbambino #dgfamily #babygirl #Sweetnessoverload  ❤️ @ Happylon https://t.co/j1FpbxwGmh","No","No","No","Yes","ooew29"
"656553086710845440",,,"TbilisiGE","TbilisiGE","en",,,,"41,7218","44,78313",,,,,,,,"20/10/2015 15:30",,"temperature down 19°C -&gt; 15°C humidity up 59% -&gt; 84% wind 6km/h -&gt; 14km/h","No","No","No","No","ooew29"
"656552537479323648",,,"annieb_fox","annieb_fox","ru",,,,"41,7974153","44,81508049",,,,,,,,"20/10/2015 15:28",,"этому городу не требуются фильтры☝️ @ Old Tbilisi https://t.co/VKTgCOF5Sv","No","No","No","Yes","ooew29"
"656546693702266881",,,"Quanlida","Quanlida","ru",,,,"41,69002529","44,80878965",,,,,,,,"20/10/2015 15:05",,"Just posted a photo @ Old Tbilisi https://t.co/BlCyV5fdM7","No","No","No","Yes","ooew29"
"656542550665383936",,,"sylwiatomanek","sylwiatomanek","pl",,,,"41,7167","44,7833",,,,,,,,"20/10/2015 14:48",,"#holiday #reflection #blick #Tbilisi #georgia #sun #green #polishgirl #happiness #gruzja #glasses… https://t.co/DL8qLScSEJ","No","No","No","Yes","ooew29"
"656541694930866176",,,"ztetka","ztetka","ru",,,,"41,7167","44,7833",,,,,,,,"20/10/2015 14:45",,"ммм?) это лучший кебаб, что я ела в своей жизни;) #наТифлис @ Tbilisi,… https://t.co/3RinI7rxDq","No","No","No","Yes","ooew29"
